"","Jurisdiction","Inspected","ObsWeather","FacilityID","AvgDischarge","ObsRecordDate","FlowContribution","FlowCondition","PersistentFlow","FlowConnectivity","IDIC","Priority","PrioritizationScore2022","Conductivity","FloatDischargeCFS","VolumeDischargeCFS","LastDischargeTrend","ScourWaterCondition","DissWaterCondition","Comments","TrashCondition","TrashLocation","SampleDry","SampleWet","OCFSLocation","MaintenanceIssue","PointY","PointX"
"706","San Clemente","Verified",1,"M02-013-1",,2023-05-23,,"Pooled or Ponded","Yes","Unsafe to Access","Trash","Not A Priority",,1666,,,,"Not present","Not present","trash: baseballs, nerf darts, poop bag (no contents), hand sanitizer bottle, brillow bad, plastic, glass","Abundant (>50 Items)","In flow path of outfall",,,,"Overgrown",33.47448662,-117.59757079
"707","San Clemente","Verified",1,"M02-013-1",,2023-08-01,,"Pooled or Ponded","Yes",,,"Not A Priority",,,,,,"Not present","Not present",,,,,,,,33.47448662,-117.59757079
"708","Laguna Niguel","Verified",1,"K01-12036-10",0.017986,2023-08-30,,"Flowing","Yes","None - Flow Infiltrates or Outfall is Dry","None","Priority",22,4260,0.185915,,"20% Or More Above Average Discharge","Not present","Not present","27 degrees C; trickle flow; conductivity recorded uS/cm; time=14.065 sec;","Sparse (<10 Items)","In flow path of outfall",,,,"None",33.51221718,-117.71674797
"709","Laguna Niguel","Verified",1,"K01-12036-10",0.017986,2023-06-28,"Small Fraction (<10%)","Flowing","Yes","None - Flow Infiltrates or Outfall is Dry","None","Priority",22,1990,0.003197,,"20% Or More Above Average Discharge","Not present","Clear","Sediment accumulation upstream of inlet. Also, 24in drain contributing upstream of inlet -photo","Not Present (0 Items)",,,,,"None",33.51221718,-117.71674797
"710","Laguna Beach","Verified",1,"I01-11010-1",0.044262,2023-06-07,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",57,7262,0.123529,0.091,"Above Average Discharge","Not present","Clear",,"Not Present (0 Items)",,"Yes",,,"None",33.54416454,-117.78341193
"711","Laguna Beach","Verified",1,"I01-11010-1",0.044262,2023-09-06,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",57,,0.05,,"Above Average Discharge","Not present","Clear",,"Sparse (<10 Items)","Within area surrounding outfall","Yes",,,"None",33.54416454,-117.78341193
"712","Rancho Santa Margarita","Verified",1,"L01-218-3",,2023-06-13,,"Pooled or Ponded","Yes","Direct Connection",,"Not A Priority",,,,,,"Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,,,,33.6382812,-117.56728188
"713","Rancho Santa Margarita","Verified",1,"L01-218-3",,2023-08-10,"Minor Fraction (10 - 50%)","Pooled or Ponded","Yes","None - Flow Infiltrates or Outfall is Dry","None","Not A Priority",,,,,,"Not present","Not present",,"Not Present (0 Items)",,,,,"Overgrown",33.6382812,-117.56728188
"714","Laguna Beach","Verified",1,"LC05-11017-1",0,2023-08-14,,"Dry","Unknown",,"None","Not A Priority",,,,,"Equal","Not present","Not present",,"Moderate (11-50 Items)","In flow path of outfall",,,,"None",33.51296498,-117.75533836
"715","Laguna Beach","Verified",1,"LC05-11017-1",0,2023-07-06,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry","Trash","Not A Priority",,,,,"Equal","Not present","Not present",,"Moderate (11-50 Items)","In flow path of outfall",,,,"None",33.51296498,-117.75533836
"716","San Clemente","Verified",1,"SC07-079-4",0.029587,2023-09-01,"Major Fraction (>50%)","Flowing","Yes","Direct Connection","None","Not A Priority",,9950,0.211144,,"20% Or More Above Average Discharge","Brown ""tea"" tint","Not present",,"Not Present (0 Items)",,,,,"None",33.4250565,-117.62611873
"717","San Clemente","Verified",1,"SC07-079-4",0.029587,2023-05-24,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Not A Priority",,10510,0.006557,,"20% Or More Above Average Discharge","Not present","Not present","Downstream RW is ocean.","Not Present (0 Items)",,,,,,33.4250565,-117.62611873
"718","Dana Point","Verified",1,"L01-728-5 (L01-DP)",0.011925,2023-05-09,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Priority",22,2797,0.019048,,"20% Or More Above Average Discharge","Not present","Not present",,"Sparse (<10 Items)","Within area surrounding outfall","Yes",,,,33.46822415,-117.68222336
"719","Dana Point","Verified",1,"L01-728-5 (L01-DP)",0.011925,2023-09-06,,"Flowing","Yes","None - Flow Infiltrates or Outfall is Dry","None","Priority",22,1486,0.016,,"20% Or More Above Average Discharge","Not present","Not present","Temp = 26 degrees C; Requires DA1 keys. Very steep grade from above and too dangerous to climb down. Enter channel on northern end, adjacent to I-5 freeway (corner of stonehill drive) and unlock gate using DA1 key - then travel south along maintenance vehicle road until approaching ramp/driveway down into channel to access outfalls;","Moderate (11-50 Items)","In flow path of outfall","Yes",,,"None",33.46822415,-117.68222336
"720","Dana Point","Verified",1,"L01-728-5 (L01-DP)",0.011925,2023-08-15,,"Flowing","Yes","None - Flow Infiltrates or Outfall is Dry",,"Priority",22,1961,0.006532,0.003,"20% Or More Above Average Discharge","Yellow tint","Not present","Yellow water","Moderate (11-50 Items)","Within area surrounding outfall","Yes",,,"None",33.46822415,-117.68222336
"721","Dana Point","Verified",1,"L01-728-5 (L01-DP)",0.011925,2023-06-21,,"Flowing","Yes","None - Flow Infiltrates or Outfall is Dry",,"Priority",22,,0.003,0.002,"20% Or More Above Average Discharge","Green tint","Not present",,"Sparse (<10 Items)","Within area surrounding outfall","Yes",,,,33.46822415,-117.68222336
"722","Dana Point","Verified",2,"L01-728-5 (L01-DP)",0.011925,2023-01-10,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Priority",22,936,,,"20% Or More Above Average Discharge","Not present","Not present",,"Not Present (0 Items)",,"Yes",,,,33.46822415,-117.68222336
"723","San Clemente","Removed From Inventory",1,"M02-061-7",0.5,2023-09-07,,,"Yes",,,,,,,,"Equal","Not present","Not present","“Removed from inventory” - outfall information from Field Maps county app",,,,,,,33.433376,-117.631307
"724","Laguna Niguel","Verified",1,"L03-418-3",0.000722,2023-06-27,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Below Average Discharge","Not present","Not present",,"Sparse (<10 Items)","Within area surrounding outfall",,,,"None",33.55476752,-117.67596107
"725","Laguna Niguel","Verified",1,"L03-708-13",0.056238,2023-09-01,,"Flowing","Yes","Direct Connection","None","Priority",37,1814,0.141667,,"20% Or More Above Average Discharge","Not present","Not present","23.8 degrees C","Not Present (0 Items)",,,,,"None",33.5646113,-117.67380024
"726","Laguna Niguel","Verified",1,"L03-708-13",0.056238,2023-06-27,"Minor Fraction (10 - 50%)","Flowing","Yes","Direct Connection",,"Priority",37,1404,0.122892,,"20% Or More Above Average Discharge","Not present","Not present","71 degrees outside, flow discharge recorded in liters per second","Sparse (<10 Items)","Within area surrounding outfall",,,,"None",33.5646113,-117.67380024
"727","Dana Point","Verified",1,"K01-12159-3",0.02149,2023-06-21,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Priority",43,5133,0.022275,0.018,"Below Average Discharge","Not present","Not present","Leaf litter. slippery biofilm.  Dangerous to walk across flow path","Sparse (<10 Items)","In flow path of outfall","Yes",,,"None",33.48259382,-117.72039805
"728","Dana Point","Verified",1,"K01-12159-3",0.02149,2023-08-15,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Priority",43,4995,0.020687,0.014,"Below Average Discharge","Not present","Not present",,"Not Present (0 Items)",,"Yes",,,,33.48259382,-117.72039805
"729","Orange Co","Verified",1,"L01-404-2",0.056201,2023-06-27,,"Flowing","Yes","Undetermined","None",,,2951,0.028916,0.016,"Below Average Discharge","Not present","Clear","Mud snails","Sparse (<10 Items)","In flow path of outfall",,,,"Graffiti",33.56345111,-117.58552269
"730","Orange Co","Verified",1,"L01-404-2",0.056201,2023-08-15,"Major Fraction (>50%)","Flowing","Yes","Direct Connection","None",,,2081,0.03135,0.032,"Below Average Discharge","Brown ""tea"" tint","Clear",,"Moderate (11-50 Items)","Within area surrounding outfall",,,,"None",33.56345111,-117.58552269
"731","San Clemente","Verified",1,"M02-085-2",0.263549,2023-06-15,"Major Fraction (>50%)","Flowing","Yes","Direct Connection","None","Priority",33,3063,0.238806,,"20% Or More Above Average Discharge","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall","Yes",,,"Graffiti",33.45804389,-117.59425001
"732","San Clemente","Verified",1,"M02-085-2",0.263549,2023-08-30,"Major Fraction (>50%)","Flowing","Yes","Direct Connection",,"Priority",33,1156,0.454673,,"20% Or More Above Average Discharge","Not present","Not present",,"Moderate (11-50 Items)","Within area surrounding outfall","Yes",,,,33.45804389,-117.59425001
"733","San Clemente","Verified",1,"M02-085-2",0.263549,2023-09-07,,"Flowing","Yes","Direct Connection","None","Priority",33,1260,1.026518,,"20% Or More Above Average Discharge","Not present","Not present","Temp = 22.8 degrees C","Sparse (<10 Items)","In flow path of outfall","Yes",,,"None",33.45804389,-117.59425001
"734","Laguna Niguel","Verified",1,"J03-9368-2 (J03TBN2)",0.02678,2023-06-27,,"Flowing","Yes",,,"Priority",49,5670,0.069652,,"20% Or More Above Average Discharge","Not present","Not present","68 degrees outside","Not Present (0 Items)",,,,,"None",33.5401077,-117.69538268
"735","Laguna Niguel","Verified",1,"J03-9368-2 (J03TBN2)",0.02678,2023-09-01,"Small Fraction (<10%)","Flowing","Yes","Direct Connection",,"Priority",49,2592,0.042857,,"20% Or More Above Average Discharge","Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,,,"None",33.5401077,-117.69538268
"736","Laguna Niguel","Verified",1,"J03-9368-2 (J03TBN2)",0.02678,2023-04-27,,"Flowing","Yes",,,"Priority",49,,0.004178,0.012,"20% Or More Above Average Discharge","Not present","Not present",,,,,,,,33.5401077,-117.69538268
"737","Laguna Woods","Verified",1,"J01-9273-1",0.001426,2023-04-25,,"Pooled or Ponded","Yes",,,"Not A Priority",,,,,"20% Or More Above Average Discharge","Not present","Not present",,,,"Yes",,,,33.59989171,-117.70736544
"738","Laguna Woods","Verified",1,"J01-9273-1",0.001426,2022-12-20,,"Pooled or Ponded","Yes","None - Flow Infiltrates or Outfall is Dry","Paint","Not A Priority",,,,,"20% Or More Above Average Discharge","Not present","Not present",,"Not Present (0 Items)",,"Yes",,,,33.59989171,-117.70736544
"739","Laguna Woods","Verified",2,"J01-9273-1",0.001426,2022-12-12,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Not A Priority",,234,,,"20% Or More Above Average Discharge","Not present","Not present","Turb: 16.7 NTU","Sparse (<10 Items)","In flow path of outfall","Yes",,,"None",33.59989171,-117.70736544
"740","Laguna Woods","Verified",1,"J01-9273-1",0.001426,2023-08-03,,"Flowing","Yes","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,6246,0.004439,0.004,"20% Or More Above Average Discharge","Not present","Clear",,"Not Present (0 Items)",,"Yes",,,,33.59989171,-117.70736544
"741","Laguna Woods","Verified",1,"J01-9273-1",0.001426,2023-05-18,"Small Fraction (<10%)","Pooled or Ponded","Yes","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"20% Or More Above Average Discharge","Not present","Clear","Ground moist at rw","Sparse (<10 Items)","In flow path of outfall","Yes",,,,33.59989171,-117.70736544
"742","San Juan Capistrano","Verified",1,"L01-724-4 (L01P03)",0.135838,2023-08-16,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",40,4152,0.241015,0.052,"20% Or More Above Average Discharge","Brown ""tea"" tint","Brown ""tea"" tint",,"Moderate (11-50 Items)","In flow path of outfall","Yes","Yes",,"Graffiti",33.4847041,-117.675358
"743","San Juan Capistrano","Verified",1,"L01-724-4 (L01P03)",0.135838,2023-06-08,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","None","Priority",40,4004,0.217582,0.072,"20% Or More Above Average Discharge","Not present","Not present",,"Moderate (11-50 Items)","In flow path of outfall","Yes","Yes",,"Graffiti",33.4847041,-117.675358
"744","San Juan Capistrano","Verified",2,"L01-724-4 (L01P03)",0.135838,2023-01-10,"Small Fraction (<10%)",,"Yes","Direct Connection",,"Priority",40,1428,,,"20% Or More Above Average Discharge","Not present","Not present","Bacti storm sampling.  Isco collecting 7th sample.",,,"Yes","Yes",,,33.4847041,-117.675358
"745","Dana Point","Verified",1,"L01-726-7",0,2023-06-06,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry","None","Not A Priority",,,,,"Equal","Not present","Not present","double outfall. both openings have pipe covers, but the one on the right is closed and the one on the left is propped open with a wooden pole. covered are rust colored. tern activity","Moderate (11-50 Items)","Within area surrounding outfall",,,,"None",33.47686584,-117.67845403
"746","Dana Point","Verified",1,"L01-726-7",0,2023-08-08,"Small Fraction (<10%)","Dry","Unknown","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Equal","Not present","Not present",,"Not Present (0 Items)",,,,,,33.47686584,-117.67845403
"747","San Juan Capistrano","Verified",1,"L02-541-6",0.002091,2023-06-06,,"Pooled or Ponded","Yes","Direct Connection",,"Priority",34,,,,"Below Average Discharge","Not present","Not present",,"Sparse (<10 Items)","Within area surrounding outfall",,,,"Graffiti",33.49978079,-117.66610487
"748","San Juan Capistrano","Verified",1,"L02-541-6",0.002091,2023-08-08,"Small Fraction (<10%)","Flowing","Yes","Direct Connection","Biohazard","Priority",34,9560,,,"Below Average Discharge","Not present","Not present","Not enough flow for measurements; smells like sewage leak","Not Present (0 Items)",,,,,"Other - See Comments",33.49978079,-117.66610487
"749","Laguna Niguel","Verified",1,"J03-9216-5",,2023-09-01,,"Pooled or Ponded","Yes","None - Flow Infiltrates or Outfall is Dry","None",,,,,,,"Not present","Not present",,"Not Present (0 Items)",,,,,"None",33.5281727,-117.70977013
"750","Laguna Niguel","Verified",1,"J03-9216-5",,2023-06-27,,"Pooled or Ponded","Yes",,,,,,,,,"Not present","Not present",,"Sparse (<10 Items)","In flow path of outfall",,,,"None",33.5281727,-117.70977013
"751","Laguna Beach","Verified",1,"I00-11453-1",0.013896,2023-08-14,,"Dry","Unknown",,"None","Not A Priority",,,,,"Below Average Discharge","Not present","Not present","Sand covers pipe opening.","Not Present (0 Items)",,,,,"Clogged",33.53709679,-117.78051537
"752","Laguna Beach","Verified",1,"I00-11453-1",0.013896,2023-07-06,,"Dry","Unknown","None - Flow Infiltrates or Outfall is Dry","None","Not A Priority",,,,,"Below Average Discharge","Not present","Not present","20% submerged in sediment; moderate presence of organic matter + woody debris; damp but not ponded","Not Present (0 Items)",,,,,"Sediment",33.53709679,-117.78051537
"753","San Clemente","Verified",1,"M02-028-2 (M02P08)",0.040333,2023-08-01,,"Pooled or Ponded","Yes","Undetermined",,"Not A Priority",,,,,"Below Average Discharge","Not present","Not present",,"Sparse (<10 Items)","Within area surrounding outfall",,,,"None",33.46680966,-117.58174343
"754","San Clemente","Verified",1,"M02-028-2 (M02P08)",0.040333,2023-05-23,,"Pooled or Ponded","Yes","None - Flow Infiltrates or Outfall is Dry",,"Not A Priority",,,,,"Below Average Discharge","Not present","Not present","Large amounts of animal poop","Sparse (<10 Items)","In flow path of outfall",,,,"Graffiti",33.46680966,-117.58174343
"755","Rancho Santa Margarita","Verified",1,"L02-166-1 (L02PXX)",0.041916,2023-08-10,,"Other - See Comments","Unknown",,,"Not A Priority",,,,,"20% Or More Above Average Discharge",,,"need access to pump station in order to reach outfall",,,,,,"Overgrown",33.6364723,-117.6196135
"756","Rancho Santa Margarita","Verified",1,"L02-166-1 (L02PXX)",0.041916,2023-06-12,"Minor Fraction (10 - 50%)","Flowing","Unknown","Direct Connection","Other - see comments","Not A Priority",,3250,,0.01,"20% Or More Above Average Discharge","Surface scum","Surface scum","pink paint found in area surrounding outfall. path to outfall overgrown; 2L per 7 seconds","Sparse (<10 Items)","Within area surrounding outfall",,,,"Overgrown",33.6364723,-117.6196135
"757","Laguna Niguel","Verified",1,"K01-12177-1 (K01P07)",0.254271,2023-08-10,"Major Fraction (>50%)","Flowing","Yes","Direct Connection","None","Priority",77,1804,0.36,0.101,"20% Or More Above Average Discharge","Brown ""tea"" tint","Yellow tint",,"Moderate (11-50 Items)","Within area surrounding outfall","Yes",,1,"None",33.50860089,-117.70738067
"758","Laguna Niguel","Verified",1,"K01-12177-1 (K01P07)",0.254271,2023-05-23,,"Flowing","Yes","Undetermined",,"Priority",77,2584,0.276647,0.071,"20% Or More Above Average Discharge","Surface scum","Not present","Paint cans in dissipator","Sparse (<10 Items)","In flow path of outfall","Yes",,1,"Graffiti",33.50860089,-117.70738067
